TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,,Test_SEL1,Be vao 3,RW_Selection,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,Test_SEL2,Be vao 4,RW_Selection,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,Test_SEL3,Be vao 5,RW_Selection,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,Test_SEL4,Be vao 6,RW_Selection,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ1,Chau len ba 2,RW_Sequence,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ2,Chau len ba 3,RW_Sequence,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ3,Chau len ba 4,RW_Sequence,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ4,Chau len ba 5,RW_Sequence,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ5,Chau len ba 6,RW_Sequence,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ6,Chau len ba 7,RW_Sequence,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,OP_TestSEQ1,,RW_Selection,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,OP_TestSEQ2,,RW_Selection,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,OP_TestSEQ3,,RW_Selection,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,OP_TestSEQ4,,RW_Selection,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,OP_TestSEQ5,,RW_Selection,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,OP_TestSEQ6,,RW_Selection,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ1_S,,Status,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ2_S,,Status,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ3_S,,Status,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ4_S,,Status,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ5_S,,Status,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ6_S,,Status,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ1_SP,,SETPOINTS[100],,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ2_SP,,SETPOINTS[100],,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ3_SP,,SETPOINTS[100],,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ4_SP,,SETPOINTS[100],,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ5_SP,,SETPOINTS[100],,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ6_SP,,SETPOINTS[100],,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ1_HMI_SP,,SETPOINT100,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ2_HMI_SP,,SETPOINT100,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ3_HMI_SP,,SETPOINT100,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ4_HMI_SP,,SETPOINT100,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ5_HMI_SP,,SETPOINT100,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,TestSEQ6_HMI_SP,,SETPOINT100,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AV100,"Cream Mixing, Mix Tank, product inlet valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AV103,"Cream Mixing, Mix Tank, cip pulse valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AV104,"Cream Mixing, Mix Tank, circulation line flush valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AV105,"Cream Mixing, Mix Tank, circulation line CIP-R valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AV120,"Cream Mixing, Mix Tank, product inlet CIP valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AV121,"Cream Mixing, Mix Tank, sight glass CIP valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AV122,"Cream Mixing, Mix Tank, mixproof chamber CIP valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AV130,"Cream Mixing, Mix Tank, hot water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AV140,"Cream Mixing, Mix Tank, process water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AV200,"Cream Mixing, Mix Tank, outlet valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AV201,"Cream Mixing, Mix Tank, Circulation line outlet valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AV202,"Cream Mixing, Mix Tank, transfer line oulet valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AV203,"Cream Mixing, Mix Tank, flaker filling valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AV204,"Cream Mixing, Mix Tank, CIP-R valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AV205,"Cream Mixing, Mix Tank, drain valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AVSpare1,Spare valve,RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AVSpare2,Spare valve,RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AVSpare3,Spare valve,RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AVSpare4,Spare valve,RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AVSpare5,Spare valve,RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W01AVSpare6,Spare valve,RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W04AV104,"Cream flaker tank, transfer line drain valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W04AV105,"Cream flaker tank, transfer line CIP-R valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W04AV130,"Cream flaker tank, hot water supply valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W04AV140,"Cream flaker tank, process water supply valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W04AV200,"Cream flaker tank, outlet valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W04AV205,"Cream flaker tank, drain vavle for transfer line",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W04AV301,"Cream flaker tank, steam on off valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W05AV101,"Cream mixing, AMF, water supply valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W05AV102,"Cream mixing, AMF, water n CIP-S valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W05AV104,"Cream mixing, AMF, line drain valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W05AV105,"Cream mixing, AMF, CIP-R valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W06AV102,"Cream Mixing, Water heater, water drain valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W06AV301,"Cream Mixing, Water heater, steam on off valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W11AV101,"Cream mixing, Circulation line, water supply valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W11AV102,"Cream mixing, Circulation line, Water n CIP-S valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W11AV103,"Cream mixing, Circulation line, AMF dosing valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W12AV101,"Cream mixing, transfer line, water supply valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E1W12AV102,"Cream mixing, transfer line, Water n CIP-S valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W01AV121,"Cream Storage TK1, CIP sight glass valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W01AV140,"Cream Storage TK1, process water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W01AV200,"Cream Storage TK1, outlet valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W01AV201,"Cream Storage TK1, fill from mixing valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W01AV202,"Cream Storage TK1, transfer to UHT valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W01AV204,"Cream Storage TK1, CIP-R valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W01AV205,"Cream Storage TK1, drain valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W01AV401,"Cream Storage TK1, glycol supply valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W02AV121,"Cream Storage TK2, CIP sight glass valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W02AV140,"Cream Storage TK2, process water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W02AV200,"Cream Storage TK2, outlet valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W02AV201,"Cream Storage TK2, fill from mixing valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W02AV202,"Cream Storage TK2, transfer to UHT valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W02AV204,"Cream Storage TK2, CIP-R valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W02AV205,"Cream Storage TK2, drain valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W02AV401,"Cream Storage TK2, glycol supply valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W06AV103,"Cream storage, Cooler, cip pulse valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W06AV104,"Cream storage, Cooler, line drain valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W06AV105,"Cream storage, Cooler, CIP-R valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W06AV401,"Cream storage, Cooler, glycol supply valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W12AV101,"Cream storage, transfer line, water supply valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W12AV102,"Cream storage, transfer line, Water n CIP-S valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W12AV103,"Cream storage, transfer line, cip pulse valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1E2W15AV103,"Cream storage, CIP-R, pulse valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W01AV104,"CIP1, Fresh water tank, water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W01AV140,"CIP1, Fresh water tank, water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W02AV140,"CIP1, Hot water tank, water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W03AV001,"CIP1, Acid tank, drain valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W03AV140,"CIP1, Acid tank, water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W03AV150,"CIP1, Acid tank, acid dosing valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W04AV001,"CIP1, Caustic tank, drain valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W04AV140,"CIP1, Caustic tank, water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W04AV150,"CIP1, Caustic tank, Caustic dosing valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W05AV211,"CIP1, Concentrate chamical, ",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W05AV221,"CIP1, Concentrate chamical, ",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W11AV100,"CIP1, CIP-R line 1, drain valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W11AV102,"CIP1, CIP-R line 1, hot water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W11AV103,"CIP1, CIP-R line 1, acid valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W11AV104,"CIP1, CIP-R line 1, caustic valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W11AV201,"CIP1, CIP-S line 1, fresh water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W11AV202,"CIP1, CIP-S line 1, hot water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W11AV203,"CIP1, CIP-S line 1, acid valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W11AV204,"CIP1, CIP-S line 1, caustic valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W12AV100,"CIP1, CIP-R line 2, drain valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W12AV102,"CIP1, CIP-R line 2, hot water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W12AV103,"CIP1, CIP-R line 2, acid valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W12AV104,"CIP1, CIP-R line 2, caustic valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W12AV201,"CIP1, CIP-S line 2, fresh water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W12AV202,"CIP1, CIP-S line 2, hot water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W12AV203,"CIP1, CIP-S line 2, acid valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W12AV204,"CIP1, CIP-S line 2, caustic valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W12AV210,"CIP1, CIP-S line 2, recirculation valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W12AV211,"CIP1, CIP-S line 2, distribution valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W12AV301,"CIP1, CIP-S line 2, steam supply",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W13AV100,"CIP1, CIP-R line 3, drain valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W13AV102,"CIP1, CIP-R line 3, hot water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W13AV103,"CIP1, CIP-R line 3, acid valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W13AV104,"CIP1, CIP-R line 3, caustic valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W13AV201,"CIP1, CIP-S line 3, fresh water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W13AV202,"CIP1, CIP-S line 3, hot water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W13AV203,"CIP1, CIP-S line 3, acid valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W13AV204,"CIP1, CIP-S line 3, caustic valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W13AV210,"CIP1, CIP-S line 3, recirculation valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W13AV211,"CIP1, CIP-S line 3, distribution valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W13AV212,"CIP1, CIP-S line 3, distribution valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W13AV213,"CIP1, CIP-S line 3, distribution valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W13AV301,"CIP1, CIP-S line 3, steam supply",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W14AV100,"CIP1, CIP-R line 4, drain valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W14AV102,"CIP1, CIP-R line 4, hot water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W14AV103,"CIP1, CIP-R line 4, acid valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W14AV104,"CIP1, CIP-R line 4, caustic valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W14AV201,"CIP1, CIP-S line 4, fresh water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W14AV202,"CIP1, CIP-S line 4, hot water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W14AV203,"CIP1, CIP-S line 4, acid valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W14AV204,"CIP1, CIP-S line 4, caustic valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W14AV210,"CIP1, CIP-S line 4, recirculation valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W14AV211,"CIP1, CIP-S line 4, distribution valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q1W14AV301,"CIP1, CIP-S line 4, steam supply",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W01AV104,"CIP2, Fresh water tank, water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W01AV140,"CIP2, Fresh water tank, water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W03AV001,"CIP2, Acid tank, drain valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W03AV140,"CIP2, Acid tank, water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W03AV150,"CIP2, Acid tank, acid dosing valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W04AV001,"CIP2, Caustic tank, drain valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W04AV140,"CIP2, Caustic tank, water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W04AV150,"CIP2, Caustic tank, Caustic dosing valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W11AV100,"CIP2, CIP-R line 1, drain valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W11AV103,"CIP2, CIP-R line 1, acid valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W11AV104,"CIP2, CIP-R line 1, caustic valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W11AV201,"CIP2, CIP-S line 1, fresh water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W11AV203,"CIP2, CIP-S line 1, acid valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W11AV204,"CIP2, CIP-S line 1, caustic valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W11AV210,"CIP2, CIP-S line 1, recirculation valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W11AV211,"CIP2, CIP-S line 1, distribution valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W11AV212,"CIP2, CIP-S line 1, distribution valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W11AV213,"CIP2, CIP-S line 1, distribution valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W11AV301,"CIP2, CIP-S line 1, steam supply",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W12AV100,"CIP2, CIP-R line 2, drain valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W12AV103,"CIP2, CIP-R line 2, acid valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W12AV104,"CIP2, CIP-R line 2, caustic valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W12AV201,"CIP2, CIP-S line 2, fresh water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W12AV203,"CIP2, CIP-S line 2, acid valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W12AV204,"CIP2, CIP-S line 2, caustic valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W12AV210,"CIP2, CIP-S line 2, recirculation valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W12AV211,"CIP2, CIP-S line 2, distribution valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W12AV212,"CIP2, CIP-S line 2, distribution valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W12AV213,"CIP2, CIP-S line 2, distribution valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W12AV301,"CIP2, CIP-S line 2, steam supply",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W13AV100,"CIP2, CIP-R line 3, drain valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W13AV103,"CIP2, CIP-R line 3, acid valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W13AV104,"CIP2, CIP-R line 3, caustic valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W13AV201,"CIP2, CIP-S line 3, fresh water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W13AV203,"CIP2, CIP-S line 3, acid valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W13AV204,"CIP2, CIP-S line 3, caustic valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W13AV210,"CIP2, CIP-S line 3, recirculation valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W13AV211,"CIP2, CIP-S line 3, distribution valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W13AV212,"CIP2, CIP-S line 3, distribution valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W13AV213,"CIP2, CIP-S line 3, distribution valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W13AV301,"CIP2, CIP-S line 3, steam supply",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E1W01AV100,"Juice Mixing, Mix Tank, product inlet valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E1W01AV103,"Juice Mixing, Mix Tank, cip pulse valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E1W01AV104,"Juice Mixing, Mix Tank, circulation line flush valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E1W01AV105,"Juice Mixing, Mix Tank, circulation line CIP-R valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E1W01AV120,"Juice Mixing, Mix Tank, product inlet CIP valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E1W01AV121,"Juice Mixing, Mix Tank, sight glass CIP valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E1W01AV122,"Juice Mixing, Mix Tank, mixproof chamber CIP valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E1W01AV130,"Juice Mixing, Mix Tank, hot water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E1W01AV140,"Juice Mixing, Mix Tank, process water valve",RW_Valve,,"(Constant := false, ExternalAccess := Read/Write)"
